,cidade,estado,habitantes,ranking_habitantes_pais,ranking_habitantes_estado,densidade_demografica,salario_medio,ranking_salario_pais,ranking_salario_estado,pessoas_ocupadas,porcentagem_ocupada,escolarizacao_6_14,ranking_escolaridade_pais,ranking_escolaridade_estado,anos_inicias_fundamental_publico,anos_inicias_fundamental_particular,pib_per_capta,ranking_pib_pais,ranking_pib_estado,percentual_receita_externa,total_receitas_realizadas,total_receitas_empenhadas,mortalidade_infantil,ranking_mortalidade_pais,ranking_mortalidade_estado,internacoes_diarreia,area_territorial,ranking_area_pais,ranking_area_estado,percentual_esgoto,percentual_arborizacao_publica,percentual_urbanizacao_publica
0,groairas,ce,10.228 pessoas,3012º,161º,"65,59 hab/km²","1,6 salários mínimos",-1,79º,829 pessoas,"7,5 %","97,9 %",,-1,"7,8","5,9","7.073,70 R$",-1,-1,"95,4 %","30.387,53 R$ (×1000)","28.903,84 R$ (×1000)","16,81 óbitos por mil nascidos vivos",3012º,-1,"0,3 internações por mil habitantes","155,681 km²",,-1,27 %,89 %,0 %
0,guacui,es,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,guadalupe,pi,10.268 pessoas,2987º,59º,"10,03 hab/km²","2,2 salários mínimos",-1,10º,1.051 pessoas,"10,0 %","98,8 %",834º,-1,"4,5","4,2","51.697,69 R$",-1,298º,"93,2 %","26.771,74 R$ (×1000)","26.817,43 R$ (×1000)","15,79 óbitos por mil nascidos vivos",2987º,-1,"20,3 internações por mil habitantes","1.023,592 km²",1395º,-1,"29,4 %","80,1 %",0 %
0,guaira,pr,30.704 pessoas,1048º,57º,"54,78 hab/km²","2,2 salários mínimos",-1,113º,5.873 pessoas,"17,8 %","95,9 %",1048º,113º,"5,5","4,3","26.591,39 R$",-1,-1,"65,6 %","105.766,50 R$ (×1000)","92.534,90 R$ (×1000)","14,11 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","563,742 km²",-1,113º,51 %,"96,4 %",14 %
0,guaira,sp,37.404 pessoas,828º,164º,"29,72 hab/km²","2,6 salários mínimos",466º,157º,14.523 pessoas,"35,8 %","97,8 %",,-1,"6,5","5,1","91.773,43 R$",466º,72º,"74,2 %","184.411,25 R$ (×1000)","156.565,55 R$ (×1000)","6,26 óbitos por mil nascidos vivos",-1,-1,"1,6 internações por mil habitantes","1.258,465 km²",-1,-1,"98,6 %","99,1 %","12,9 %"
0,guamiranga,pr,7.900 pessoas,3408º,220º,"32,27 hab/km²","1,7 salários mínimos",-1,382º,892 pessoas,"10,3 %","97,5 %",,,"6,5","4,9","31.042,18 R$",-1,-1,"83,5 %","29.876,41 R$ (×1000)","20.384,48 R$ (×1000)","8,77 óbitos por mil nascidos vivos",220º,139º,"0,2 internações por mil habitantes","244,795 km²",-1,,"1,1 %","83,2 %","13,2 %"
0,guanambi,ba,78.833 pessoas,365º,21º,"60,80 hab/km²","2,0 salários mínimos",,81º,14.578 pessoas,"17,4 %","97,8 %",,,"4,9","4,2","14.558,12 R$",,2º,"81,4 %","170.867,31 R$ (×1000)","160.908,31 R$ (×1000)","8,41 óbitos por mil nascidos vivos",,134º,"0,5 internações por mil habitantes","1.272,366 km²",-1,,"52,1 %","84,4 %","2,7 %"
0,guanhaes,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,guapiara,sp,17.998 pessoas,1840º,262º,"44,08 hab/km²","1,9 salários mínimos",-1,557º,2.905 pessoas,"16,8 %","96,7 %",-1,-1,"6,1","5,2","17.979,36 R$",-1,-1,"91,1 %","50.172,89 R$ (×1000)","44.567,50 R$ (×1000)","36,76 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","408,292 km²",-1,-1,"41,8 %","25,2 %","7,7 %"
0,guapirama,pr,3.891 pessoas,4710º,343º,"20,58 hab/km²","1,9 salários mínimos",-1,307º,729 pessoas,"19,1 %","98,6 %",1139º,114º,"7,1","5,3","25.731,40 R$",-1,,"92,6 %","21.152,21 R$ (×1000)","18.966,69 R$ (×1000)","18,18 óbitos por mil nascidos vivos",,-1,"0,3 internações por mil habitantes","189,100 km²",,114º,"15,8 %","89,6 %","8,8 %"
0,guara,sp,19.858 pessoas,1660º,247º,"54,78 hab/km²","2,3 salários mínimos",-1,280º,2.985 pessoas,"14,1 %",98 %,1019º,-1,"6,5","4,3","20.036,12 R$",-1,,-,"64.882,22 R$ (×1000)","54.905,00 R$ (×1000)","4,17 óbitos por mil nascidos vivos",,-1,"0,4 internações por mil habitantes","362,183 km²",-1,-1,"96,6 %","99,7 %","14,4 %"
0,guarabira,pb,55.326 pessoas,539º,9º,"333,80 hab/km²","1,5 salários mínimos",,166º,10.623 pessoas,"18,2 %","95,7 %",-1,,"4,6","3,3","16.086,77 R$",,10º,"81,7 %","118.228,05 R$ (×1000)","103.331,73 R$ (×1000)","10,60 óbitos por mil nascidos vivos",2986º,-1,"0,6 internações por mil habitantes","162,387 km²",,,"68,8 %","71,9 %","11,2 %"
0,guaraci,sp,9.976 pessoas,3055º,367º,"15,55 hab/km²","2,8 salários mínimos",-1,97º,2.387 pessoas,"21,5 %",97 %,,-1,"6,3","4,7","34.356,04 R$",-1,-1,"84,7 %","52.473,48 R$ (×1000)","47.172,15 R$ (×1000)","16,26 óbitos por mil nascidos vivos",3055º,-1,"0,4 internações por mil habitantes","641,501 km²",-1,-1,"93,7 %","99,6 %","16,5 %"
0,guaraciaba,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,guaraciaba,sc,10.498 pessoas,2897º,111º,"31,78 hab/km²","1,9 salários mínimos",-1,238º,2.429 pessoas,"23,9 %","99,4 %",,-1,"7,1","5,4","27.998,93 R$",-1,-1,"81,7 %","33.556,01 R$ (×1000)","31.053,15 R$ (×1000)","8,13 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","331,766 km²",96º,-1,"45,6 %","92,6 %","33,3 %"
0,guaraciaba-do-norte,ce,37.775 pessoas,809º,48º,"61,78 hab/km²","1,7 salários mínimos",,49º,3.160 pessoas,"8,0 %","97,7 %",,-1,"6,2","4,8","11.415,44 R$",,-1,"92,9 %","105.405,88 R$ (×1000)","90.370,31 R$ (×1000)","19,12 óbitos por mil nascidos vivos",-1,-1,"0,4 internações por mil habitantes","624,606 km²",-1,-1,"7,6 %","85,7 %","5,5 %"
0,guarai,to,23.200 pessoas,1405º,8º,"10,23 hab/km²","2,1 salários mínimos",-1,8º,3.474 pessoas,"13,5 %","98,6 %",1139º,-1,"5,7","3,9","22.811,12 R$",-1,,"80,3 %","58.952,52 R$ (×1000)","47.515,27 R$ (×1000)","18,37 óbitos por mil nascidos vivos",,-1,"2,3 internações por mil habitantes","2.270,990 km²",-1,-1,"22,6 %","84,7 %","1,2 %"
0,guaramiranga,ce,4.164 pessoas,4594º,184º,"70,06 hab/km²","1,5 salários mínimos",-1,119º,977 pessoas,"27,2 %","97,6 %",,-1,"6,2","5,0","17.411,43 R$",-1,13º,"85,2 %","32.183,19 R$ (×1000)","20.840,77 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"1,1 internações por mil habitantes","90,817 km²",,-1,"72,7 %","82,3 %","6,9 %"
0,guaramirim,sc,35.172 pessoas,875º,37º,"131,00 hab/km²","2,7 salários mínimos",,21º,14.076 pessoas,"32,1 %","96,7 %",875º,-1,"6,6","5,0","35.841,52 R$",,,"76,4 %","137.189,83 R$ (×1000)","117.869,46 R$ (×1000)","10,84 óbitos por mil nascidos vivos",2918º,-1,"0,5 internações por mil habitantes","267,514 km²",,-1,"77,9 %","34,1 %","28,4 %"
0,guarani,mg,8.678 pessoas,3229º,398º,"32,85 hab/km²","1,5 salários mínimos",-1,664º,1.453 pessoas,"16,3 %","97,6 %",,-1,"6,6","4,9","13.274,98 R$",-1,,-,"24.472,54 R$ (×1000)","22.902,76 R$ (×1000)","11,24 óbitos por mil nascidos vivos",3229º,-1,"0,9 internações por mil habitantes","264,194 km²",-1,-1,"73,8 %","43,8 %","32,3 %"
0,guaraniacu,pr,14.582 pessoas,2221º,126º,"11,90 hab/km²","1,9 salários mínimos",-1,307º,2.451 pessoas,"19,2 %","96,9 %",,,"6,0","5,1","24.970,16 R$",-1,-1,"83,8 %","47.921,35 R$ (×1000)","39.353,96 R$ (×1000)","9,52 óbitos por mil nascidos vivos",,,"7,8 internações por mil habitantes","1.238,320 km²",,,"32,5 %","91,2 %","22,9 %"
0,guaranta,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,guaranta-do-norte,mt,32.216 pessoas,962º,15º,"6,80 hab/km²","2,3 salários mínimos",-1,76º,5.595 pessoas,"15,8 %","97,8 %",962º,-1,"6,3","5,1","21.462,30 R$",-1,,"78,8 %","91.262,79 R$ (×1000)","78.328,75 R$ (×1000)","10,60 óbitos por mil nascidos vivos",,-1,"3,9 internações por mil habitantes","4.734,589 km²",-1,-1,"2,5 %",66 %,"2,3 %"
0,guarapari,es,105.286 pessoas,260º,9º,"177,10 hab/km²","1,9 salários mínimos",-1,34º,25.085 pessoas,"20,4 %","96,2 %",-1,-1,"5,8","4,2","17.544,28 R$",-1,,"57,2 %","304.897,04 R$ (×1000)","273.349,30 R$ (×1000)","10,72 óbitos por mil nascidos vivos",,-1,"0,4 internações por mil habitantes","589,825 km²",,-1,"63,7 %","68,1 %","26,7 %"
0,guarapuava,pr,167.328 pessoas,160º,9º,"53,68 hab/km²","2,6 salários mínimos",,25º,48.225 pessoas,"26,7 %","97,1 %",1086º,,"6,4","4,4","31.083,01 R$",,,"74,4 %","429.923,42 R$ (×1000)","358.585,03 R$ (×1000)","11,73 óbitos por mil nascidos vivos",,138º,"0,9 internações por mil habitantes","3.168,087 km²",,,64 %,"41,4 %","22,9 %"
0,guaraquecaba,pr,7.871 pessoas,3422º,223º,"3,90 hab/km²","1,8 salários mínimos",-1,358º,737 pessoas,"9,6 %","95,3 %",-1,,"4,8","4,0","13.493,55 R$",-1,,"93,2 %","27.623,00 R$ (×1000)","22.268,00 R$ (×1000)","10,10 óbitos por mil nascidos vivos",223º,-1,"1,1 internações por mil habitantes","2.017,030 km²",-1,,57 %,58 %,"12,6 %"
0,guaratingueta,sp,112.072 pessoas,236º,62º,"148,91 hab/km²","3,0 salários mínimos",,64º,34.189 pessoas,"28,2 %","97,8 %",-1,-1,"6,3","4,6","43.828,48 R$",,2º,"71,8 %","314.633,14 R$ (×1000)","304.895,53 R$ (×1000)","13,79 óbitos por mil nascidos vivos",-1,-1,"0,4 internações por mil habitantes","752,636 km²",,-1,"91,1 %",64 %,"47,1 %"
0,guaratuba,pr,32.095 pessoas,971º,52º,"24,19 hab/km²","2,2 salários mínimos",,113º,7.865 pessoas,"21,5 %","97,8 %",971º,113º,"6,2","4,5","21.191,97 R$",,,52 %,"137.741,27 R$ (×1000)","133.674,68 R$ (×1000)","11,72 óbitos por mil nascidos vivos",,146º,"1,1 internações por mil habitantes","1.326,670 km²",-1,113º,"85,9 %","67,2 %","18,7 %"
0,guarda,mor,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,guaruja,sp,290.752 pessoas,85º,22º,"2.026,80 hab/km²","3,1 salários mínimos",-1,52º,54.746 pessoas,"17,2 %","95,9 %",,-1,"6,0","4,8","27.220,37 R$",-1,,"41,8 %","1.349.179,76 R$ (×1000)","1.153.554,19 R$ (×1000)","18,51 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","144,794 km²",-1,-1,"82,4 %","68,2 %","63,5 %"
0,guaruja-do-sul,sc,4.908 pessoas,4299º,186º,"48,97 hab/km²","1,9 salários mínimos",,238º,1.192 pessoas,"23,2 %","98,2 %",,-1,"6,4","5,2","29.311,09 R$",,-1,"88,5 %","20.077,08 R$ (×1000)","18.231,60 R$ (×1000)","35,09 óbitos por mil nascidos vivos",-1,-1,"9,2 internações por mil habitantes","100,630 km²",,-1,"36,1 %","95,6 %","25,5 %"
0,guarulhos,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,guatambu,sc,4.679 pessoas,4382º,195º,"22,73 hab/km²","2,3 salários mínimos",-1,88º,2.481 pessoas,"52,7 %","98,8 %",1019º,-1,"6,4","3,8","51.729,51 R$",-1,297º,90 %,"26.504,64 R$ (×1000)","22.205,47 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,2 internações por mil habitantes","206,196 km²",-1,-1,14 %,"11,3 %","8,1 %"
0,guatapara,sp,6.966 pessoas,3641º,428º,"16,84 hab/km²","2,5 salários mínimos",522º,187º,1.410 pessoas,"18,5 %","99,1 %",,-1,"5,6","4,1","28.824,48 R$",522º,-1,82 %,"32.270,63 R$ (×1000)","26.671,09 R$ (×1000)","18,18 óbitos por mil nascidos vivos",,-1,"0,3 internações por mil habitantes","413,567 km²",,-1,"81,3 %","89,4 %","39,3 %"
0,guaxupe,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,guimaraes,ma,12.081 pessoas,2583º,149º,"20,29 hab/km²","1,8 salários mínimos",-1,106º,528 pessoas,"4,4 %","93,8 %",-1,5º,"4,4","3,9","6.999,10 R$",-1,,"99,2 %","24.511,14 R$ (×1000)","24.796,66 R$ (×1000)","34,09 óbitos por mil nascidos vivos",,-1,"32,4 internações por mil habitantes","479,569 km²",-1,5º,"2,5 %","12,1 %",0 %
0,guimarania,mg,7.265 pessoas,3562º,449º,"19,80 hab/km²","1,8 salários mínimos",-1,256º,859 pessoas,"10,8 %","97,7 %",,-1,"6,5","4,4","18.064,82 R$",-1,-1,"87,2 %","22.406,22 R$ (×1000)","20.720,06 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,5 internações por mil habitantes","366,833 km²",-1,-1,"81,8 %","33,6 %",19 %
0,gurinhem,pb,13.872 pessoas,2337º,61º,"40,08 hab/km²","1,6 salários mínimos",-1,117º,1.036 pessoas,"7,3 %","97,2 %",-1,-1,"3,3","2,5","9.544,32 R$",-1,-1,"95,4 %","31.344,10 R$ (×1000)","29.584,65 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,6 internações por mil habitantes","340,408 km²",-1,-1,"7,6 %","86,6 %","10,5 %"
0,gurjao,pb,3.159 pessoas,5013º,197º,"9,20 hab/km²","1,4 salários mínimos",-1,200º,369 pessoas,"10,8 %","98,3 %",-1,-1,"5,6","3,4","8.887,36 R$",-1,,97 %,"15.219,58 R$ (×1000)","13.642,64 R$ (×1000)","23,26 óbitos por mil nascidos vivos",,-1,"2,1 internações por mil habitantes","344,502 km²",,-1,"42,7 %","89,9 %","0,6 %"
0,gurupi,to,76.755 pessoas,381º,3º,"41,80 hab/km²","2,1 salários mínimos",813º,8º,16.972 pessoas,"19,8 %","96,1 %",-1,,"6,0","5,3","25.209,50 R$",813º,,"51,1 %","273.477,36 R$ (×1000)","239.607,16 R$ (×1000)","17,83 óbitos por mil nascidos vivos",-1,-1,"0,7 internações por mil habitantes","1.844,164 km²",,,42 %,"88,7 %","0,4 %"
0,guzolandia,sp,4.754 pessoas,4351º,496º,"18,86 hab/km²","2,0 salários mínimos",-1,485º,565 pessoas,"10,8 %","85,3 %",,-1,"7,5","5,5","11.900,44 R$",-1,,"90,5 %","20.936,02 R$ (×1000)","17.601,96 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"2,7 internações por mil habitantes","252,477 km²",-1,-1,"85,2 %","98,2 %","33,8 %"
0,heitorai,go,3.571 pessoas,4845º,181º,"15,55 hab/km²","1,3 salários mínimos",-1,243º,471 pessoas,"12,7 %",97 %,-1,-1,"6,0","5,4","13.736,19 R$",-1,,-,"14.783,81 R$ (×1000)","11.679,55 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"32,3 internações por mil habitantes","229,638 km²",,-1,"39,1 %","99,3 %",0 %
0,hidrolandia,go,17.398 pessoas,1900º,60º,"18,43 hab/km²","2,1 salários mínimos",-1,68º,5.316 pessoas,"25,0 %","97,1 %",,-1,"5,1","4,5","54.740,64 R$",-1,251º,"74,3 %","59.502,79 R$ (×1000)","57.460,56 R$ (×1000)","20,00 óbitos por mil nascidos vivos",,-1,"0,8 internações por mil habitantes","953,729 km²",1482º,-1,"14,4 %","53,6 %","9,1 %"
0,holambra,sp,11.299 pessoas,2715º,339º,"172,30 hab/km²","2,8 salários mínimos",-1,97º,7.800 pessoas,"53,5 %","98,8 %",834º,-1,"7,3","5,0","64.813,35 R$",-1,153º,"65,6 %","77.486,37 R$ (×1000)","67.934,49 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"0,2 internações por mil habitantes","65,577 km²",,-1,"74,2 %","90,8 %",31 %
0,horizonte,ce,55.187 pessoas,541º,28º,"344,96 hab/km²","1,6 salários mínimos",,79º,17.761 pessoas,"26,9 %","97,1 %",-1,-1,"6,8","5,2","24.220,46 R$",,5º,"77,8 %","193.783,18 R$ (×1000)","175.778,48 R$ (×1000)","4,85 óbitos por mil nascidos vivos",,-1,"0,4 internações por mil habitantes","160,557 km²",-1,-1,"13,6 %","69,8 %","1,1 %"
0,horizontina,rs,18.348 pessoas,1797º,111º,"78,92 hab/km²","3,7 salários mínimos",,6º,6.573 pessoas,"34,1 %","97,6 %",,-1,"6,5","5,2","81.910,12 R$",,90º,"71,9 %","110.443,57 R$ (×1000)","84.110,49 R$ (×1000)","11,24 óbitos por mil nascidos vivos",-1,-1,"0,2 internações por mil habitantes","229,736 km²",-1,-1,"49,8 %","98,7 %","19,3 %"
0,hortolandia,sp,192.692 pessoas,139º,40º,"3.094,16 hab/km²","4,4 salários mínimos",-1,5º,49.529 pessoas,"21,8 %","97,5 %",,-1,"6,9","4,9","58.188,31 R$",-1,206º,"62,7 %","780.150,07 R$ (×1000)","674.186,20 R$ (×1000)","8,08 óbitos por mil nascidos vivos",2904º,-1,"0,1 internações por mil habitantes","62,416 km²",,-1,"51,9 %","90,4 %","55,8 %"
0,humaita,am,44.227 pessoas,687º,10º,"1,34 hab/km²","1,9 salários mínimos",-1,10º,3.532 pessoas,"6,5 %","90,4 %",,-1,"4,5","4,1","10.400,50 R$",-1,1º,"88,7 %","105.121,43 R$ (×1000)","90.640,85 R$ (×1000)","14,99 óbitos por mil nascidos vivos",-1,-1,"0,7 internações por mil habitantes","33.111,143 km²",-1,-1,"14,9 %","11,9 %","3,8 %"
0,humberto-de-campos,ma,26.189 pessoas,1215º,60º,"12,29 hab/km²","1,6 salários mínimos",-1,171º,2.132 pessoas,"7,5 %",97 %,1215º,-1,"4,3","3,4","5.093,34 R$",-1,,"97,3 %","58.526,41 R$ (×1000)","53.163,82 R$ (×1000)","11,76 óbitos por mil nascidos vivos",-1,-1,"15,1 internações por mil habitantes","1.714,216 km²",-1,-1,"9,5 %","25,7 %","1,4 %"
0,iacanga,sp,10.013 pessoas,3051º,366º,"18,29 hab/km²","1,6 salários mínimos",,635º,2.579 pessoas,"22,3 %","96,7 %",,-1,"7,0","5,6","36.426,05 R$",,-1,"79,3 %","48.461,83 R$ (×1000)","41.283,90 R$ (×1000)","7,63 óbitos por mil nascidos vivos",3051º,-1,"0,3 internações por mil habitantes","547,393 km²",-1,-1,"93,4 %","97,1 %","10,8 %"
0,iacri,sp,6.419 pessoas,3802º,440º,"19,90 hab/km²","2,2 salários mínimos",-1,333º,965 pessoas,"15,2 %","99,4 %",,-1,"6,6","4,6","31.973,81 R$",-1,-1,90 %,"20.293,13 R$ (×1000)","17.172,47 R$ (×1000)","17,86 óbitos por mil nascidos vivos",,-1,"3,1 internações por mil habitantes","321,948 km²",-1,-1,"82,6 %","99,9 %","31,8 %"
0,iacu,ba,25.736 pessoas,1236º,110º,"10,50 hab/km²","1,5 salários mínimos",654º,352º,2.284 pessoas,"9,3 %","97,8 %",1236º,110º,"4,8","4,0","7.747,70 R$",654º,,"94,7 %","60.037,04 R$ (×1000)","57.378,96 R$ (×1000)","11,99 óbitos por mil nascidos vivos",243º,147º,"0,1 internações por mil habitantes","2.342,497 km²",3º,110º,"28,6 %","77,1 %","1,9 %"
0,iaras,sp,6.376 pessoas,3812º,442º,"15,89 hab/km²","2,9 salários mínimos",-1,82º,1.405 pessoas,"15,7 %","98,5 %",-1,-1,"6,1","4,9","14.701,40 R$",-1,,84 %,"26.898,18 R$ (×1000)","23.493,36 R$ (×1000)",- óbitos por mil nascidos vivos,3090º,-1,"2,1 internações por mil habitantes","401,381 km²",,-1,"57,7 %","45,3 %","23,4 %"
0,iati,pe,18.360 pessoas,1796º,108º,"28,91 hab/km²","1,9 salários mínimos",-1,23º,1.196 pessoas,"6,2 %","90,5 %",-1,-1,"4,6","3,3","7.781,42 R$",-1,-1,87 %,"53.244,78 R$ (×1000)","47.887,36 R$ (×1000)","7,19 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","635,137 km²",,-1,"35,5 %","90,1 %","1,4 %"
0,ibaiti,pr,28.751 pessoas,1101º,63º,"32,03 hab/km²","2,0 salários mínimos",-1,239º,6.692 pessoas,"21,5 %","96,5 %",1101º,,"5,8","4,8","20.872,41 R$",-1,,"84,5 %","63.775,97 R$ (×1000)","46.837,93 R$ (×1000)","5,78 óbitos por mil nascidos vivos",239º,,"2,5 internações por mil habitantes","897,736 km²",1565º,,"40,8 %","57,9 %","32,3 %"
0,ibatiba,es,22.366 pessoas,1464º,33º,"92,98 hab/km²","2,0 salários mínimos",,23º,2.714 pessoas,"10,5 %","97,3 %",-1,-1,"5,5","4,8","12.396,03 R$",,-1,"90,3 %","57.827,31 R$ (×1000)","51.341,40 R$ (×1000)","8,47 óbitos por mil nascidos vivos",,-1,"5,1 internações por mil habitantes","240,278 km²",-1,-1,"53,6 %","48,4 %","17,5 %"
0,ibema,pr,6.066 pessoas,3908º,264º,"41,71 hab/km²","1,9 salários mínimos",-1,307º,1.305 pessoas,"20,6 %",98 %,,,"5,9","5,0","21.012,03 R$",-1,-1,"86,5 %","21.136,11 R$ (×1000)","16.308,52 R$ (×1000)",- óbitos por mil nascidos vivos,,,"2,8 internações por mil habitantes","145,446 km²",,,"1,4 %","95,8 %","28,6 %"
0,ibia,mg,23.218 pessoas,1402º,149º,"8,59 hab/km²","2,1 salários mínimos",562º,117º,3.696 pessoas,"14,8 %","97,9 %",,-1,"6,6","4,3","36.664,73 R$",562º,63º,"82,1 %","71.937,43 R$ (×1000)","59.989,83 R$ (×1000)","6,94 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","2.704,132 km²",-1,-1,"84,6 %","62,7 %","22,2 %"
0,ibiapina,ce,23.808 pessoas,1381º,81º,"57,38 hab/km²","1,7 salários mínimos",-1,49º,1.491 pessoas,"6,0 %","98,5 %",,-1,"6,3","5,0","9.388,09 R$",-1,,"95,1 %","51.973,94 R$ (×1000)","46.606,54 R$ (×1000)","26,01 óbitos por mil nascidos vivos",-1,-1,"0,3 internações por mil habitantes","414,092 km²",-1,-1,"17,4 %","82,1 %",2 %
0,ibiara,pb,6.031 pessoas,3920º,134º,"24,67 hab/km²","1,7 salários mínimos",,67º,410 pessoas,"6,9 %","96,1 %",-1,-1,"4,8","3,4","8.001,13 R$",,-1,"95,6 %","23.785,05 R$ (×1000)","21.862,21 R$ (×1000)","29,85 óbitos por mil nascidos vivos",,-1,"2,7 internações por mil habitantes","240,357 km²",,-1,"4,7 %","97,6 %","6,7 %"
0,ibicarai,ba,24.272 pessoas,1338º,127º,"104,65 hab/km²","1,8 salários mínimos",,186º,2.344 pessoas,"10,6 %",98 %,-1,127º,"4,7","3,8","7.852,02 R$",,,-,"56.556,62 R$ (×1000)","51.103,55 R$ (×1000)","14,13 óbitos por mil nascidos vivos",3263º,,1 internações por mil habitantes,"230,953 km²",-1,127º,"63,3 %","68,1 %","42,5 %"
0,ibicare,sc,3.373 pessoas,4928º,227º,"21,65 hab/km²","2,6 salários mínimos",,29º,760 pessoas,"23,6 %","98,4 %",,-1,"6,8","5,6","29.693,11 R$",,-1,"88,4 %","18.376,43 R$ (×1000)","13.933,84 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,9 internações por mil habitantes","156,439 km²",,-1,"70,5 %","59,4 %","31,9 %"
0,ibicoara,ba,17.282 pessoas,1914º,196º,"20,34 hab/km²","1,9 salários mínimos",-1,126º,2.438 pessoas,"12,6 %","96,3 %",,126º,"4,4","3,3","12.923,45 R$",-1,2º,"87,7 %","58.287,55 R$ (×1000)","48.215,56 R$ (×1000)","17,34 óbitos por mil nascidos vivos",,156º,3 internações por mil habitantes,"817,355 km²",-1,126º,"16,2 %","8,9 %","2,1 %"
0,ibicui,ba,15.785 pessoas,2072º,221º,"13,41 hab/km²","1,6 salários mínimos",-1,300º,1.574 pessoas,"9,7 %","98,2 %",,,"4,9","3,9","8.760,99 R$",-1,-1,"91,9 %","33.375,07 R$ (×1000)","31.866,21 R$ (×1000)","13,16 óbitos por mil nascidos vivos",221º,148º,"3,5 internações por mil habitantes","1.139,378 km²",1284º,,"62,2 %",70 %,"21,4 %"
0,ibicuitinga,ce,11.335 pessoas,2709º,154º,"26,72 hab/km²","1,6 salários mínimos",-1,79º,889 pessoas,"7,2 %","97,9 %",-1,-1,"6,0","4,6","7.524,29 R$",-1,-1,"92,6 %","32.884,87 R$ (×1000)","28.419,82 R$ (×1000)","6,41 óbitos por mil nascidos vivos",,-1,"1,8 internações por mil habitantes","423,856 km²",-1,-1,"15,2 %","86,1 %",7 %
0,ibimirim,pe,26.954 pessoas,1177º,69º,"14,14 hab/km²","1,6 salários mínimos",788º,117º,1.388 pessoas,"4,8 %","93,7 %",1177º,-1,"4,8","4,9","8.828,99 R$",788º,-1,90 %,"58.332,51 R$ (×1000)","53.998,58 R$ (×1000)","10,33 óbitos por mil nascidos vivos",3048º,-1,"0,3 internações por mil habitantes","1.906,437 km²",-1,-1,"33,6 %",79 %,"3,1 %"
0,ibipeba,ba,17.008 pessoas,1974º,204º,"12,29 hab/km²","1,7 salários mínimos",-1,250º,883 pessoas,"4,9 %","97,6 %",,,"4,8","4,2","6.609,47 R$",-1,-1,"93,8 %","37.451,44 R$ (×1000)","36.727,80 R$ (×1000)","31,09 óbitos por mil nascidos vivos",250º,,"1,3 internações por mil habitantes","1.382,008 km²",-1,,"6,8 %","70,9 %",0 %
0,ibipora,pr,48.198 pessoas,626º,34º,"161,88 hab/km²","2,3 salários mínimos",,71º,13.513 pessoas,"25,0 %","96,8 %",1019º,,"5,8","4,1","45.682,17 R$",,35º,"63,7 %","209.186,16 R$ (×1000)","172.097,46 R$ (×1000)","15,69 óbitos por mil nascidos vivos",245º,-1,"1,7 internações por mil habitantes","297,742 km²",-1,,"97,2 %","95,8 %","57,8 %"
