,cidade,estado,habitantes,ranking_habitantes_pais,ranking_habitantes_estado,densidade_demografica,salario_medio,ranking_salario_pais,ranking_salario_estado,pessoas_ocupadas,porcentagem_ocupada,escolarizacao_6_14,ranking_escolaridade_pais,ranking_escolaridade_estado,anos_inicias_fundamental_publico,anos_inicias_fundamental_particular,pib_per_capta,ranking_pib_pais,ranking_pib_estado,percentual_receita_externa,total_receitas_realizadas,total_receitas_empenhadas,mortalidade_infantil,ranking_mortalidade_pais,ranking_mortalidade_estado,internacoes_diarreia,area_territorial,ranking_area_pais,ranking_area_estado,percentual_esgoto,percentual_arborizacao_publica,percentual_urbanizacao_publica
0,porto-alegre-do-norte,mt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,porto-belo,sc,16.083 pessoas,2045º,76º,"171,77 hab/km²","2,1 salários mínimos",,159º,7.065 pessoas,"33,9 %","97,4 %",,-1,"6,1","4,7","46.556,77 R$",,395º,"59,4 %","88.175,33 R$ (×1000)","87.629,07 R$ (×1000)","14,87 óbitos por mil nascidos vivos",3079º,-1,"0,2 internações por mil habitantes","93,673 km²",,-1,"76,6 %","20,3 %","43,3 %"
0,porto-feliz,sp,48.893 pessoas,619º,126º,"87,83 hab/km²","3,0 salários mínimos",,64º,15.472 pessoas,"29,3 %","98,2 %",,-1,"6,5","5,1","36.690,02 R$",,,"56,4 %","237.880,27 R$ (×1000)","207.343,71 R$ (×1000)","9,47 óbitos por mil nascidos vivos",3247º,-1,"0,3 internações por mil habitantes","556,706 km²",-1,-1,"92,3 %","82,1 %","40,9 %"
0,porto-ferreira,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,porto-firme,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,porto-franco,ma,21.530 pessoas,1525º,80º,"15,19 hab/km²","2,2 salários mínimos",-1,19º,2.546 pessoas,"10,8 %","97,7 %",,-1,"5,9","4,8","19.854,89 R$",-1,12º,-,"74.481,08 R$ (×1000)","69.845,86 R$ (×1000)","16,28 óbitos por mil nascidos vivos",,-1,"4,7 internações por mil habitantes","1.417,493 km²",-1,-1,"3,1 %","94,2 %",3 %
0,porto-nacional,to,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,porto-seguro,ba,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,porto-uniao,sc,33.493 pessoas,922º,39º,"39,62 hab/km²","2,0 salários mínimos",-1,193º,7.271 pessoas,"20,6 %","98,2 %",922º,-1,"5,8","4,8","19.967,54 R$",-1,-1,"63,7 %","92.239,98 R$ (×1000)","73.095,95 R$ (×1000)","2,57 óbitos por mil nascidos vivos",-1,-1,"1,2 internações por mil habitantes","848,779 km²",1628º,-1,"75,7 %","87,1 %","21,5 %"
0,porto-velho,ro,428.527 pessoas,46º,1º,"12,57 hab/km²","3,4 salários mínimos",-1,2º,168.229 pessoas,"32,4 %","94,5 %",,-1,"5,3","4,5","31.793,20 R$",-1,3º,59 %,"1.403.679,66 R$ (×1000)","1.233.369,20 R$ (×1000)","13,75 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","34.090,952 km²",-1,-1,"42,8 %",40 %,"21,7 %"
0,posse,go,31.419 pessoas,1001º,33º,"15,52 hab/km²","1,9 salários mínimos",-1,116º,4.572 pessoas,"12,6 %","95,7 %",1001º,-1,"6,5","5,6","13.898,77 R$",-1,,-,"80.763,39 R$ (×1000)","72.825,23 R$ (×1000)","5,57 óbitos por mil nascidos vivos",3224º,-1,"1,4 internações por mil habitantes","2.070,544 km²",3º,-1,"48,3 %","80,2 %","0,4 %"
0,pouso-alegre,mg,130.615 pessoas,200º,18º,"240,51 hab/km²","2,6 salários mínimos",-1,39º,55.335 pessoas,"37,2 %","98,2 %",,-1,"6,6","5,0","50.211,91 R$",-1,327º,"67,1 %","581.413,78 R$ (×1000)","428.322,74 R$ (×1000)","8,22 óbitos por mil nascidos vivos",-1,-1,"0,2 internações por mil habitantes","542,797 km²",,-1,92 %,"61,5 %","29,6 %"
0,pouso-redondo,sc,14.810 pessoas,2197º,84º,"41,21 hab/km²","2,2 salários mínimos",,118º,5.126 pessoas,"29,8 %","98,6 %",,-1,"5,7","4,9","30.698,90 R$",,-1,"83,6 %","44.048,98 R$ (×1000)","35.976,30 R$ (×1000)","4,29 óbitos por mil nascidos vivos",3063º,-1,"0,7 internações por mil habitantes","356,539 km²",82º,-1,"84,8 %","66,6 %","26,9 %"
0,prado,ba,27.627 pessoas,1148º,101º,"15,87 hab/km²","1,8 salários mínimos",-1,186º,2.863 pessoas,"10,2 %","96,5 %",1148º,101º,"4,1","3,3","14.853,81 R$",-1,-1,"90,3 %","75.966,14 R$ (×1000)","72.797,69 R$ (×1000)","13,57 óbitos por mil nascidos vivos",3263º,-1,"2,2 internações por mil habitantes","1.692,100 km²",-1,101º,14 %,"43,9 %","11,8 %"
0,prados,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,praia-grande,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,prata,mg,25.802 pessoas,1228º,129º,"5,32 hab/km²","2,0 salários mínimos",-1,145º,5.847 pessoas,"21,1 %","96,1 %",1228º,-1,"5,9","4,5","33.413,16 R$",-1,78º,"76,8 %","73.563,62 R$ (×1000)","66.800,41 R$ (×1000)","19,23 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","4.847,544 km²",,-1,"77,6 %","89,4 %","18,2 %"
0,prata,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,pratinha,mg,3.265 pessoas,4974º,769º,"5,25 hab/km²","2,0 salários mínimos",-1,145º,439 pessoas,"12,3 %",96 %,-1,-1,"5,7","4,9","26.429,45 R$",-1,,"87,2 %","18.387,18 R$ (×1000)","15.447,47 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,-,"622,478 km²",-1,-1,"60,6 %","29,3 %","4,8 %"
0,presidente-dutra,ma,44.731 pessoas,679º,27º,"57,97 hab/km²","1,9 salários mínimos",-1,70º,4.945 pessoas,"10,4 %","96,4 %",,-1,"4,3","3,5","11.704,58 R$",-1,1º,"89,4 %","80.984,69 R$ (×1000)","74.317,06 R$ (×1000)","6,80 óbitos por mil nascidos vivos",,-1,"1,6 internações por mil habitantes","771,574 km²",4º,-1,"23,3 %","75,2 %","6,1 %"
0,presidente-epitacio,sp,41.318 pessoas,733º,151º,"32,79 hab/km²","2,1 salários mínimos",,402º,7.395 pessoas,"16,8 %","98,8 %",834º,-1,"6,6","5,0","19.432,67 R$",,,"71,9 %","100.762,90 R$ (×1000)","87.479,82 R$ (×1000)","11,21 óbitos por mil nascidos vivos",,-1,"1,4 internações por mil habitantes","1.260,281 km²",-1,-1,"84,7 %","94,1 %","7,3 %"
0,presidente-figueiredo,am,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,presidente-juscelino,mg,3.908 pessoas,4701º,716º,"5,62 hab/km²","1,6 salários mínimos",-1,515º,416 pessoas,"11,3 %","96,4 %",,-1,"6,3","4,2","11.105,91 R$",-1,,"94,6 %","14.751,92 R$ (×1000)","13.355,16 R$ (×1000)","25,00 óbitos por mil nascidos vivos",,-1,-,"695,882 km²",,-1,"40,6 %","88,3 %","13,8 %"
0,presidente-kennedy,es,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,presidente-kennedy,to,3.681 pessoas,4804º,94º,"4,78 hab/km²","1,4 salários mínimos",,117º,341 pessoas,"9,2 %","98,6 %",1139º,-1,"5,5","4,3","13.325,59 R$",,,"96,3 %","12.725,44 R$ (×1000)","11.497,48 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,5 internações por mil habitantes","770,423 km²",-1,-1,18 %,"97,3 %",0 %
0,presidente-medici,ro,22.319 pessoas,1471º,16º,"12,69 hab/km²","1,9 salários mínimos",-1,19º,2.698 pessoas,"13,9 %","96,9 %",,-1,"6,3","5,4","18.760,18 R$",-1,-1,"84,2 %","44.581,89 R$ (×1000)","42.233,61 R$ (×1000)","38,06 óbitos por mil nascidos vivos",,-1,"1,4 internações por mil habitantes","1.758,465 km²",-1,-1,"1,7 %","18,7 %","8,7 %"
0,presidente-olegario,mg,18.577 pessoas,1769º,193º,"5,30 hab/km²","2,1 salários mínimos",-1,117º,2.198 pessoas,"11,3 %","98,8 %",834º,-1,"7,0","5,9","23.170,25 R$",-1,-1,"82,3 %","57.022,21 R$ (×1000)","51.043,23 R$ (×1000)","10,10 óbitos por mil nascidos vivos",,-1,"0,2 internações por mil habitantes","3.503,848 km²",-1,-1,"63,1 %","63,2 %","5,1 %"
0,presidente-prudente,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,presidente-venceslau,sp,37.910 pessoas,804º,162º,"50,10 hab/km²","2,0 salários mínimos",,485º,6.395 pessoas,"16,2 %","98,6 %",,-1,"7,3","4,9","18.255,45 R$",,,"67,4 %","126.626,59 R$ (×1000)","117.611,84 R$ (×1000)","7,08 óbitos por mil nascidos vivos",-1,-1,"1,9 internações por mil habitantes","755,203 km²",,-1,"95,9 %",97 %,"23,9 %"
0,primavera-do-leste,mt,52.066 pessoas,580º,9º,"9,52 hab/km²","2,6 salários mínimos",466º,22º,23.005 pessoas,"37,7 %","94,7 %",,-1,"5,8","4,9","58.867,42 R$",466º,201º,75 %,"222.002,11 R$ (×1000)","195.922,74 R$ (×1000)","3,07 óbitos por mil nascidos vivos",-1,-1,"0,3 internações por mil habitantes","5.482,065 km²",-1,-1,"46,2 %","81,7 %","30,7 %"
0,princesa-isabel,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,professor-jamil,go,3.239 pessoas,4979º,201º,"9,32 hab/km²","1,7 salários mínimos",-1,188º,374 pessoas,"11,5 %","98,6 %",1139º,-1,"6,6","6,2","17.559,41 R$",-1,-1,"91,5 %","12.794,29 R$ (×1000)","12.245,50 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"1,5 internações por mil habitantes","349,419 km²",-1,-1,"7,7 %","18,4 %",0 %
0,promissao,sp,35.674 pessoas,857º,169º,"45,78 hab/km²","2,2 salários mínimos",,333º,9.932 pessoas,"24,8 %","96,7 %",857º,-1,"6,4","4,8","46.224,65 R$",,406º,"79,3 %","115.005,84 R$ (×1000)","96.701,77 R$ (×1000)","16,55 óbitos por mil nascidos vivos",-1,-1,1 internações por mil habitantes,"779,200 km²",-1,-1,"88,7 %","98,1 %","9,5 %"
0,propria,se,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,prudente-de-morais,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,prudentopolis,pr,48.792 pessoas,620º,33º,"21,14 hab/km²","2,0 salários mínimos",,239º,8.159 pessoas,"15,7 %",97 %,-1,,"6,3","4,7","22.487,63 R$",,,"82,9 %","141.101,77 R$ (×1000)","116.406,22 R$ (×1000)","12,03 óbitos por mil nascidos vivos",,142º,"1,9 internações por mil habitantes","2.247,141 km²",-1,,"41,3 %","73,5 %","22,2 %"
0,quata,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,quatigua,pr,7.045 pessoas,3615º,239º,"62,52 hab/km²","1,9 salários mínimos",610º,307º,1.930 pessoas,"26,0 %",99 %,,-1,"7,5","5,7","22.866,00 R$",610º,-1,"86,6 %","28.492,05 R$ (×1000)","22.639,89 R$ (×1000)",- óbitos por mil nascidos vivos,239º,-1,"3,9 internações por mil habitantes","112,689 km²",-1,-1,"82,3 %","92,5 %","32,5 %"
0,quatro-barras,pr,19.851 pessoas,1661º,88º,"110,00 hab/km²","3,3 salários mínimos",,7º,9.235 pessoas,"39,8 %","97,1 %",,88º,"5,7","4,8","63.752,50 R$",,162º,"61,5 %","97.951,50 R$ (×1000)","77.892,14 R$ (×1000)","17,96 óbitos por mil nascidos vivos",,-1,"0,2 internações por mil habitantes","180,471 km²",-1,88º,"83,9 %","85,6 %","43,9 %"
0,quedas-do-iguacu,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,queimadas,pb,41.049 pessoas,737º,12º,"102,17 hab/km²","1,6 salários mínimos",,117º,4.060 pessoas,"9,2 %","96,6 %",,-1,"5,3","3,6","10.530,98 R$",,,"85,8 %","92.727,23 R$ (×1000)","83.188,32 R$ (×1000)","25,30 óbitos por mil nascidos vivos",,-1,"0,4 internações por mil habitantes","402,748 km²",-1,-1,"46,5 %","68,6 %","5,1 %"
0,queluz,sp,11.309 pessoas,2712º,338º,"45,27 hab/km²","2,2 salários mínimos",-1,333º,1.819 pessoas,"13,8 %",98 %,-1,-1,"5,3","4,4","25.107,37 R$",-1,-1,"83,5 %","38.623,05 R$ (×1000)","33.674,43 R$ (×1000)","9,01 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","249,399 km²",,-1,"72,8 %","87,5 %","56,2 %"
0,querencia,mt,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,querencia-do-norte,pr,11.729 pessoas,2643º,163º,"12,82 hab/km²","2,1 salários mínimos",-1,168º,1.182 pessoas,"9,7 %","99,1 %",,,"5,7",-,"17.714,98 R$",-1,-1,"89,5 %","41.828,13 R$ (×1000)","34.107,04 R$ (×1000)",- óbitos por mil nascidos vivos,,,"1,6 internações por mil habitantes","914,763 km²",1544º,,"10,5 %","92,8 %","11,5 %"
0,quilombo,sc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,quinta-do-sol,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,quintana,sp,6.004 pessoas,3938º,450º,"18,79 hab/km²","2,7 salários mínimos",-1,124º,1.101 pessoas,"16,7 %","98,1 %",-1,-1,"7,8","4,6","24.080,77 R$",-1,-1,"91,1 %","25.965,38 R$ (×1000)","22.321,00 R$ (×1000)","23,53 óbitos por mil nascidos vivos",,-1,"0,5 internações por mil habitantes","318,937 km²",,-1,"91,3 %","91,6 %","15,9 %"
0,quipapa,pe,24.186 pessoas,1342º,79º,"104,88 hab/km²","1,7 salários mínimos",-1,70º,1.367 pessoas,"5,3 %","97,2 %",,-1,"4,7","3,7","6.795,09 R$",-1,-1,"90,4 %","58.125,87 R$ (×1000)","58.430,74 R$ (×1000)","10,56 óbitos por mil nascidos vivos",2998º,-1,"0,5 internações por mil habitantes","230,617 km²",-1,-1,"47,4 %","49,6 %","6,4 %"
0,quirinopolis,go,43.220 pessoas,697º,23º,"11,41 hab/km²","2,3 salários mínimos",,39º,12.018 pessoas,"24,3 %","97,2 %",1019º,-1,"6,7","5,7","34.503,39 R$",,,"75,3 %","148.441,62 R$ (×1000)","119.142,32 R$ (×1000)","13,95 óbitos por mil nascidos vivos",-1,-1,1 internações por mil habitantes,"3.789,084 km²",-1,-1,"81,5 %","97,9 %","43,7 %"
0,quissama,rj,20.242 pessoas,1624º,65º,"28,40 hab/km²","2,8 salários mínimos",,14º,3.753 pessoas,"15,5 %","98,5 %",-1,-1,"5,7","4,5","61.342,41 R$",,179º,"93,5 %","205.808,98 R$ (×1000)","168.278,26 R$ (×1000)","15,72 óbitos por mil nascidos vivos",,-1,"0,1 internações por mil habitantes","719,643 km²",-1,-1,"85,9 %",42 %,"71,6 %"
0,quitandinha,pr,17.089 pessoas,1949º,102º,"38,23 hab/km²","2,2 salários mínimos",-1,113º,1.959 pessoas,"10,4 %","98,4 %",,102º,"4,9","5,0","19.032,98 R$",-1,-1,"86,4 %","57.595,02 R$ (×1000)","44.941,36 R$ (×1000)","4,15 óbitos por mil nascidos vivos",-1,148º,"4,5 internações por mil habitantes","447,024 km²",-1,102º,"25,4 %","10,8 %","55,1 %"
0,quiterianopolis,ce,19.921 pessoas,1654º,93º,"19,14 hab/km²","1,3 salários mínimos",,169º,1.745 pessoas,"8,3 %","98,5 %",-1,-1,"6,4","4,6","8.001,42 R$",,-1,"89,6 %","50.000,36 R$ (×1000)","47.607,43 R$ (×1000)","24,79 óbitos por mil nascidos vivos",,-1,"0,6 internações por mil habitantes","1.041,832 km²",1377º,-1,"14,3 %","95,5 %","1,9 %"
0,quixada,ce,80.604 pessoas,357º,10º,"39,91 hab/km²","2,0 salários mínimos",,11º,7.669 pessoas,"8,8 %","95,8 %",1107º,-1,"5,1","4,6","10.822,44 R$",,,"86,8 %","176.579,50 R$ (×1000)","166.205,08 R$ (×1000)","19,89 óbitos por mil nascidos vivos",-1,-1,"1,8 internações por mil habitantes","2.020,586 km²",-1,-1,"52,7 %","84,8 %","10,3 %"
0,quixeramobim,ce,71.887 pessoas,412º,15º,"21,95 hab/km²","1,5 salários mínimos",,119º,11.403 pessoas,"14,4 %","96,7 %",924º,-1,"7,4","5,7","13.194,20 R$",,1º,"85,6 %","177.264,12 R$ (×1000)","180.081,10 R$ (×1000)","21,64 óbitos por mil nascidos vivos",,-1,5 internações por mil habitantes,"3.324,987 km²",-1,-1,"43,2 %","84,1 %","5,4 %"
0,quixere,ce,19.412 pessoas,1699º,97º,"31,69 hab/km²","1,8 salários mínimos",-1,28º,2.277 pessoas,"10,3 %","97,5 %",-1,-1,"5,9","4,9","17.495,75 R$",-1,12º,"90,1 %","54.896,31 R$ (×1000)","51.231,50 R$ (×1000)","14,76 óbitos por mil nascidos vivos",3263º,-1,"1,2 internações por mil habitantes","613,099 km²",-1,-1,"2,8 %","96,3 %","1,1 %"
0,rafael-jambeiro,ba,22.874 pessoas,1421º,135º,"18,95 hab/km²","2,0 salários mínimos",-1,81º,1.524 pessoas,"6,7 %","96,3 %",,112º,"4,3","3,4","10.377,52 R$",-1,,"96,9 %","52.238,75 R$ (×1000)","51.871,15 R$ (×1000)","14,39 óbitos por mil nascidos vivos",,,"0,3 internações por mil habitantes","1.090,552 km²",1331º,112º,"10,3 %","65,3 %","1,2 %"
0,rancharia,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,rancho-alegre,pr,3.955 pessoas,4677º,335º,"23,59 hab/km²","2,0 salários mínimos",,239º,435 pessoas,"11,4 %","98,3 %",-1,,"5,8","4,1","25.364,29 R$",,,"89,7 %",- R$ (×1000),- R$ (×1000),- óbitos por mil nascidos vivos,,153º,"1,3 internações por mil habitantes","167,646 km²",-1,,"16,9 %","97,8 %","42,1 %"
0,rancho-queimado,sc,2.748 pessoas,5183º,254º,"9,60 hab/km²","2,8 salários mínimos",,16º,756 pessoas,"26,4 %","98,4 %",-1,-1,"6,4","5,2","35.864,02 R$",,1º,"82,1 %","20.768,22 R$ (×1000)","17.228,51 R$ (×1000)",- óbitos por mil nascidos vivos,-1,-1,"1,4 internações por mil habitantes","286,461 km²",-1,-1,"51,9 %",38 %,"40,4 %"
0,raul-soares,mg,23.818 pessoas,1378º,146º,"31,20 hab/km²","1,8 salários mínimos",-1,256º,2.892 pessoas,"12,1 %","94,3 %",,-1,"6,5","5,1","12.001,83 R$",-1,,"82,7 %","49.814,53 R$ (×1000)","43.357,19 R$ (×1000)","11,11 óbitos por mil nascidos vivos",3263º,-1,"1,4 internações por mil habitantes","763,364 km²",,-1,"55,6 %","91,3 %","49,2 %"
0,realeza,pr,16.338 pessoas,2026º,108º,"46,23 hab/km²","2,0 salários mínimos",-1,239º,5.091 pessoas,"30,1 %","97,4 %",,108º,"7,5","5,8","33.769,16 R$",-1,-1,"84,4 %","55.116,00 R$ (×1000)","46.095,58 R$ (×1000)","14,29 óbitos por mil nascidos vivos",239º,-1,"1,9 internações por mil habitantes","353,416 km²",-1,108º,"23,7 %","76,8 %",16 %
0,reboucas,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,recife,pe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,recreio,mg,10.299 pessoas,2965º,346º,"43,96 hab/km²","1,4 salários mínimos",-1,773º,1.165 pessoas,"11,1 %","97,7 %",,5º,"5,8","3,8","9.201,45 R$",-1,,-,"23.799,69 R$ (×1000)","22.992,09 R$ (×1000)","10,20 óbitos por mil nascidos vivos",2965º,-1,"2,5 internações por mil habitantes","234,296 km²",-1,5º,"80,2 %","83,8 %","54,8 %"
0,redencao,pa,75.556 pessoas,387º,19º,"19,76 hab/km²","2,0 salários mínimos",,56º,14.255 pessoas,"17,0 %","95,5 %",,-1,"4,8","3,9","20.614,79 R$",,,-,"179.612,65 R$ (×1000)","151.652,35 R$ (×1000)","17,21 óbitos por mil nascidos vivos",,-1,"2,8 internações por mil habitantes","3.823,809 km²",-1,-1,10 %,"59,6 %","0,1 %"
0,redencao-do-gurgueia,pi,8.400 pessoas,3287º,72º,"3,40 hab/km²","1,7 salários mínimos",611º,124º,606 pessoas,"6,9 %","97,9 %",,-1,"3,6","3,2","7.807,64 R$",611º,-1,"92,9 %","19.925,32 R$ (×1000)","17.427,19 R$ (×1000)","7,09 óbitos por mil nascidos vivos",3287º,-1,"3,7 internações por mil habitantes","2.468,072 km²",4º,-1,"39,2 %","16,7 %","4,7 %"
0,regeneracao,pi,17.556 pessoas,1883º,33º,"14,03 hab/km²","1,6 salários mínimos",-1,161º,1.495 pessoas,"8,3 %","97,4 %",,-1,"4,3","3,7","8.909,60 R$",-1,3º,"86,9 %","40.933,86 R$ (×1000)","36.690,19 R$ (×1000)","3,77 óbitos por mil nascidos vivos",3079º,-1,"7,7 internações por mil habitantes","1.251,036 km²",-1,-1,"14,5 %","53,6 %","0,9 %"
0,regente-feijo,sp,18.494 pessoas,1778º,257º,"69,77 hab/km²","2,3 salários mínimos",,280º,4.829 pessoas,"24,0 %","98,8 %",,-1,"6,8","4,9","32.820,69 R$",,-1,"76,5 %","62.778,32 R$ (×1000)","57.647,14 R$ (×1000)","4,03 óbitos por mil nascidos vivos",-1,-1,"0,9 internações por mil habitantes","263,280 km²",-1,-1,"91,5 %","97,6 %","17,4 %"
0,reginopolis,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,834º,-1,"6,9","4,5","16.273,37 R$",-1,-1,88 %,"26.825,04 R$ (×1000)","21.589,24 R$ (×1000)",- óbitos por mil nascidos vivos,,-1,"0,5 internações por mil habitantes","410,406 km²",-1,-1,"79,9 %","98,6 %","35,6 %"
0,registro,sp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,remigio,pb,17.581 pessoas,1881º,41º,"98,77 hab/km²","1,7 salários mínimos",-1,67º,1.399 pessoas,"7,2 %","97,1 %",-1,-1,"4,8","3,7","8.630,05 R$",-1,,"90,8 %","41.987,95 R$ (×1000)","38.604,96 R$ (×1000)","17,79 óbitos por mil nascidos vivos",-1,-1,"0,2 internações por mil habitantes","183,459 km²",-1,-1,"52,5 %","76,1 %","12,9 %"
0,reriutaba,ce,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,resende,rj,119.769 pessoas,215º,23º,"109,35 hab/km²","3,2 salários mínimos",,8º,39.976 pessoas,"30,7 %",97 %,-1,-1,"5,8","4,3","60.915,10 R$",,185º,"70,6 %","540.030,09 R$ (×1000)","417.280,43 R$ (×1000)","13,64 óbitos por mil nascidos vivos",,-1,"0,3 internações por mil habitantes","1.099,336 km²",1321º,-1,"94,9 %","43,2 %","61,1 %"
0,reserva,pr,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,resplendor,mg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,ressaquinha,mg,4.711 pessoas,4361º,638º,"25,52 hab/km²","1,8 salários mínimos",814º,256º,616 pessoas,"12,8 %","98,5 %",,-1,"6,7","4,8","35.317,55 R$",814º,67º,"91,5 %","18.463,37 R$ (×1000)","16.257,51 R$ (×1000)",- óbitos por mil nascidos vivos,3263º,-1,"0,2 internações por mil habitantes","183,062 km²",,-1,"27,3 %","58,8 %","33,3 %"
0,restinga-seca,rs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,riachao,ma,20.209 pessoas,1629º,87º,"3,17 hab/km²","1,9 salários mínimos",-1,70º,1.465 pessoas,"7,2 %","95,6 %",,-1,"4,5","3,3","15.759,97 R$",-1,17º,"89,4 %","49.047,02 R$ (×1000)","44.890,42 R$ (×1000)","13,74 óbitos por mil nascidos vivos",2920º,-1,21 internações por mil habitantes,"6.373,031 km²",-1,-1,"9,6 %","71,9 %",0 %
0,riachao,pb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
